,day,PM2.5
0,1460,284.79583740234375
1,1461,239.69546508789062
2,1462,182.1875
3,1463,197.63571166992188
5,1465,297.1000061035156
6,1466,264.0643005371094
7,1467,223.2083282470703
8,1468,200.6458282470703
9,1469,154.875
10,1470,129.3874969482422
11,1471,224.24583435058594
12,1472,285.2250061035156
13,1473,334.3411865234375
14,1474,276.9083251953125
15,1475,267.9818115234375
16,1476,218.67083740234375
17,1477,47.82500076293945
18,1478,108.0
19,1479,107.625
20,1480,125.89167022705078
21,1481,179.30833435058594
22,1482,239.84999084472656
23,1483,220.191650390625
24,1484,181.0124969482422
25,1485,152.55416870117188
26,1486,152.3208465576172
27,1487,171.4291534423828
28,1488,251.375
29,1489,251.8291778564453
30,1490,319.7375183105469
31,1491,332.7083435058594
32,1492,279.6000061035156
33,1493,179.1166534423828
34,1494,166.3000030517578
35,1495,78.2541732788086
36,1496,54.95833206176758
37,1497,54.79166793823242
38,1498,93.375
39,1499,103.0
40,1500,211.125
41,1501,192.2916717529297
42,1502,152.0
43,1503,132.2083282470703
44,1504,127.70833587646484
45,1505,145.77777099609375
49,1509,90.33333587646484
50,1510,135.8333282470703
51,1511,122.5
52,1512,119.33333587646484
53,1513,67.125
54,1514,46.70833206176758
55,1515,69.66666412353516
56,1516,79.83333587646484
57,1517,83.61111450195312
58,1518,81.04166412353516
59,1519,36.35714340209961
60,1520,2.555555582046509
61,1521,2.095238208770752
62,1522,2.263157844543457
63,1523,42.16666793823242
64,1524,112.08333587646484
65,1525,105.83333587646484
66,1526,117.58333587646484
67,1527,122.70833587646484
68,1528,76.54166412353516
69,1529,159.0833282470703
70,1530,147.9583282470703
71,1531,111.95833587646484
72,1532,59.20833206176758
73,1533,80.56521606445312
74,1534,87.83333587646484
75,1535,90.04166412353516
76,1536,73.04762268066406
77,1537,98.70833587646484
78,1538,123.70833587646484
79,1539,64.79166412353516
80,1540,62.875
81,1541,92.21739196777344
82,1542,77.66666412353516
83,1543,52.33333206176758
84,1544,52.04166793823242
85,1545,128.3333282470703
86,1546,87.58333587646484
87,1547,70.0
90,1550,46.41666793823242
91,1551,33.09090805053711
92,1552,36.42856979370117
93,1553,41.20000076293945
94,1554,52.41666793823242
95,1555,89.0
96,1556,81.83333587646484
97,1557,105.33333587646484
98,1558,117.75
99,1559,55.44444274902344
100,1560,97.1875
101,1561,87.375
102,1562,84.5
103,1563,46.91666793823242
104,1564,104.625
105,1565,109.625
106,1566,63.45833206176758
107,1567,77.04166412353516
108,1568,110.875
109,1569,147.2857208251953
111,1571,49.400001525878906
112,1572,75.58333587646484
113,1573,106.95833587646484
114,1574,120.875
115,1575,127.86666870117188
119,1579,77.0
120,1580,94.75
121,1581,142.5
122,1582,133.375
123,1583,102.41666412353516
124,1584,101.75
125,1585,117.95833587646484
126,1586,147.8333282470703
127,1587,158.2916717529297
128,1588,149.5833282470703
129,1589,117.04545593261719
130,1590,96.25
131,1591,76.25
132,1592,101.5
133,1593,106.5
134,1594,128.125
135,1595,108.0
136,1596,125.625
137,1597,137.1666717529297
138,1598,101.95833587646484
139,1599,98.41666412353516
140,1600,94.375
141,1601,118.5
142,1602,89.54166412353516
143,1603,87.25
144,1604,107.625
145,1605,110.41666412353516
146,1606,95.83333587646484
147,1607,93.5
148,1608,97.625
149,1609,80.3043441772461
150,1610,72.25
151,1611,38.66666793823242
152,1612,45.375
153,1613,65.16666412353516
154,1614,67.08333587646484
155,1615,80.04166412353516
156,1616,74.16666412353516
157,1617,66.08333587646484
158,1618,77.66666412353516
159,1619,70.25
160,1620,75.125
161,1621,37.16666793823242
162,1622,57.375
163,1623,56.29166793823242
164,1624,77.0
165,1625,32.95833206176758
166,1626,40.83333206176758
167,1627,42.54166793823242
168,1628,93.08333587646484
169,1629,80.625
170,1630,90.70833587646484
171,1631,97.29166412353516
172,1632,79.83333587646484
173,1633,87.75
174,1634,66.26087188720703
175,1635,50.70833206176758
176,1636,40.375
177,1637,49.41666793823242
178,1638,43.66666793823242
179,1639,52.16666793823242
180,1640,49.58333206176758
