,day,PM2.5
213,2038,45.83333206176758
214,2039,33.70833206176758
215,2040,31.875
216,2041,69.79166412353516
217,2042,62.91666793823242
218,2043,26.41666603088379
219,2044,30.66666603088379
220,2045,29.95833396911621
221,2046,47.45833206176758
222,2047,48.91666793823242
223,2048,49.5
224,2049,23.875
225,2050,22.33333396911621
226,2051,25.08333396911621
227,2052,32.95833206176758
228,2053,31.5
229,2054,56.375
230,2055,66.79166412353516
231,2056,64.875
232,2057,47.58333206176758
233,2058,48.29166793823242
234,2059,51.375
235,2060,43.375
236,2061,42.31578826904297
237,2062,43.04166793823242
238,2063,38.41666793823242
239,2064,50.0
240,2065,56.0625
241,2066,60.0
242,2067,49.29166793823242
243,2068,19.54166603088379
244,2069,22.83333396911621
245,2070,25.34782600402832
246,2071,25.29166603088379
247,2072,26.761905670166016
248,2073,47.04166793823242
249,2074,74.66666412353516
250,2075,41.875
251,2076,50.58333206176758
252,2077,44.41666793823242
253,2078,66.45833587646484
254,2079,62.91666793823242
255,2080,58.125
256,2081,57.29166793823242
257,2082,38.25
258,2083,57.20833206176758
259,2084,50.33333206176758
260,2085,50.41666793823242
261,2086,47.41666793823242
262,2087,56.91666793823242
263,2088,54.625
264,2089,42.875
265,2090,41.20833206176758
266,2091,44.21739196777344
267,2092,45.95833206176758
268,2093,52.25
269,2094,43.33333206176758
270,2095,41.875
271,2096,44.41666793823242
272,2097,49.5
273,2098,62.9375
279,2104,91.5
280,2105,70.70833587646484
281,2106,51.79166793823242
282,2107,72.81818389892578
283,2108,119.875
286,2111,21.384614944458008
287,2112,13.0
288,2113,12.600000381469727
289,2114,100.625
290,2115,151.0416717529297
291,2116,156.25
292,2117,178.2857208251953
293,2118,158.3913116455078
294,2119,181.5416717529297
295,2120,239.9545440673828
296,2121,252.0
297,2122,252.625
298,2123,119.41666412353516
299,2124,126.0
300,2125,172.6666717529297
301,2126,207.0416717529297
302,2127,230.25
303,2128,232.3333282470703
304,2129,215.5416717529297
305,2130,239.4166717529297
306,2131,196.5416717529297
307,2132,206.75
308,2133,235.5833282470703
309,2134,199.875
310,2135,232.5416717529297
311,2136,185.5
312,2137,282.1666564941406
313,2138,226.4583282470703
314,2139,222.125
315,2140,317.0
316,2141,268.86956787109375
317,2142,166.875
318,2143,135.1666717529297
319,2144,133.125
320,2145,175.0416717529297
321,2146,189.6666717529297
322,2147,220.6521759033203
323,2148,215.5
324,2149,223.375
325,2150,195.69564819335938
326,2151,198.4583282470703
327,2152,156.7083282470703
328,2153,135.5833282470703
329,2154,152.0416717529297
330,2155,212.125
331,2156,248.625
332,2157,260.0666809082031
334,2159,70.0625
335,2160,91.75
336,2161,104.26087188720703
337,2162,113.375
338,2163,166.7083282470703
339,2164,146.6666717529297
340,2165,119.70833587646484
341,2166,110.875
342,2167,200.3333282470703
343,2168,161.7916717529297
344,2169,169.0416717529297
345,2170,226.21739196777344
346,2171,203.5833282470703
347,2172,60.20000076293945
348,2173,97.85713958740234
349,2174,152.8333282470703
350,2175,177.7083282470703
351,2176,239.0416717529297
352,2177,349.2916564941406
353,2178,188.0416717529297
354,2179,310.25
355,2180,375.7916564941406
356,2181,297.7916564941406
357,2182,441.7916564941406
358,2183,258.15789794921875
359,2184,223.25
360,2185,248.9583282470703
361,2186,441.4166564941406
362,2187,237.7916717529297
363,2188,334.875
