,day,PM2.5
0,366,255.875
1,367,226.52174377441406
2,368,239.13043212890625
3,369,392.2083435058594
4,370,536.5
5,371,321.8333435058594
6,372,298.4583435058594
7,373,264.9166564941406
8,374,422.0869445800781
9,375,461.9130554199219
10,376,220.9583282470703
11,377,251.375
12,378,323.1428527832031
13,379,263.6000061035156
14,380,376.9166564941406
15,381,362.0
16,382,257.0454406738281
20,386,97.71428680419922
21,387,114.33333587646484
22,388,154.56521606445312
23,389,184.875
24,390,202.9166717529297
25,391,205.125
26,392,214.125
27,393,202.9583282470703
28,394,308.875
29,395,323.875
30,396,315.7916564941406
31,397,322.25
32,398,246.0416717529297
33,399,209.6521759033203
34,400,187.1666717529297
35,401,187.7916717529297
36,402,167.7916717529297
37,403,103.82608795166016
38,404,143.9166717529297
39,405,104.60869598388672
40,406,126.0
41,407,163.9166717529297
42,408,152.875
43,409,165.0
44,410,116.45833587646484
45,411,143.0
46,412,194.9166717529297
47,413,130.6666717529297
48,414,152.375
49,415,231.125
50,416,276.2105407714844
51,417,211.0
52,418,172.0
53,419,184.875
54,420,152.6666717529297
55,421,139.22222900390625
56,422,204.5454559326172
57,423,130.1666717529297
58,424,68.91666412353516
59,425,123.125
60,426,120.91666412353516
61,427,153.625
62,428,119.41666412353516
63,429,110.75
64,430,94.29166412353516
65,431,130.3333282470703
66,432,110.70833587646484
67,433,138.5
68,434,39.29166793823242
69,435,44.91666793823242
70,436,57.1363639831543
71,437,75.75
72,438,146.5416717529297
73,439,174.9375
74,440,163.0
75,441,162.0833282470703
76,442,63.45833206176758
77,443,80.04166412353516
78,444,100.04166412353516
79,445,109.45833587646484
80,446,103.08333587646484
81,447,208.8333282470703
82,448,74.66666412353516
83,449,110.16666412353516
84,450,108.20833587646484
85,451,103.83333587646484
86,452,140.84210205078125
87,453,98.58333587646484
88,454,60.41666793823242
89,455,74.29166412353516
90,456,101.79166412353516
91,457,106.16666412353516
92,458,89.875
93,459,71.95833587646484
94,460,76.41666412353516
95,461,113.375
96,462,48.20833206176758
97,463,47.04166793823242
98,464,67.79166412353516
99,465,65.45833587646484
100,466,77.75
101,467,114.45833587646484
102,468,56.66666793823242
103,469,79.0
104,470,123.58333587646484
105,471,97.875
106,472,77.33333587646484
107,473,48.33333206176758
108,474,80.29166412353516
109,475,137.875
110,476,87.875
111,477,61.875
112,478,82.125
113,479,139.9166717529297
114,480,121.20833587646484
115,481,97.04166412353516
116,482,96.08695983886719
117,483,105.75
118,484,119.16666412353516
119,485,121.45833587646484
120,486,130.625
121,487,90.5
122,488,55.41666793823242
123,489,79.29166412353516
124,490,81.875
125,491,73.20833587646484
126,492,108.33333587646484
127,493,198.875
128,494,120.70833587646484
129,495,117.375
130,496,86.83333587646484
131,497,88.625
132,498,60.54166793823242
133,499,79.0
134,500,133.7083282470703
135,501,87.08333587646484
136,502,107.91666412353516
137,503,76.625
138,504,53.25
139,505,65.16666412353516
140,506,83.58333587646484
141,507,86.91666412353516
142,508,65.16666412353516
143,509,44.29166793823242
144,510,40.66666793823242
145,511,48.125
146,512,103.16666412353516
147,513,119.70833587646484
148,514,124.25
149,515,143.0416717529297
150,516,143.375
151,517,44.79166793823242
152,518,75.08695983886719
153,519,60.0
154,520,87.08333587646484
155,521,84.04166412353516
156,522,97.76190185546875
157,523,101.0
158,524,76.20833587646484
159,525,88.0
160,526,84.20833587646484
161,527,83.375
162,528,55.95833206176758
163,529,48.83333206176758
164,530,85.94444274902344
165,531,113.70587921142578
166,532,63.3636360168457
167,533,52.130435943603516
168,534,152.5625
169,535,74.76190185546875
170,536,62.47618865966797
171,537,78.54166412353516
172,538,73.0
173,539,58.625
174,540,61.5
175,541,49.125
176,542,83.21052551269531
177,543,79.0
178,544,71.29166412353516
179,545,74.375
180,546,197.84616088867188
181,547,233.26315307617188
182,548,143.15789794921875
183,549,233.93333435058594
184,550,104.5999984741211
185,551,148.05555725097656
186,552,121.2272720336914
187,553,117.17391204833984
188,554,66.13636016845703
189,555,71.0
190,556,65.19047546386719
191,557,73.54545593261719
192,558,151.6666717529297
193,559,283.23077392578125
194,560,269.9166564941406
195,561,162.25
196,562,249.6842041015625
197,563,275.5714416503906
198,564,30.39130401611328
199,565,104.5
200,566,226.41175842285156
201,567,159.0
202,568,198.1999969482422
203,569,350.4444580078125
204,570,107.75
205,571,31.45833396911621
206,572,47.375
207,573,38.16666793823242
208,574,42.54166793823242
209,575,35.79166793823242
210,576,43.45833206176758
211,577,35.95833206176758
212,578,27.363636016845703
213,579,45.83333206176758
214,580,33.70833206176758
215,581,31.875
216,582,69.79166412353516
217,583,62.91666793823242
218,584,26.41666603088379
219,585,30.66666603088379
220,586,29.95833396911621
221,587,47.45833206176758
222,588,48.91666793823242
223,589,49.5
224,590,23.875
225,591,22.33333396911621
226,592,25.08333396911621
227,593,32.95833206176758
228,594,31.5
229,595,56.375
230,596,66.79166412353516
231,597,64.875
232,598,47.58333206176758
233,599,48.29166793823242
234,600,51.375
235,601,43.375
236,602,42.31578826904297
237,603,43.04166793823242
238,604,38.41666793823242
239,605,50.0
240,606,56.0625
241,607,60.0
242,608,49.29166793823242
243,609,19.54166603088379
244,610,22.83333396911621
245,611,25.34782600402832
246,612,25.29166603088379
247,613,26.761905670166016
248,614,47.04166793823242
249,615,74.66666412353516
250,616,41.875
251,617,50.58333206176758
252,618,44.41666793823242
253,619,66.45833587646484
254,620,62.91666793823242
255,621,58.125
256,622,57.29166793823242
257,623,38.25
258,624,57.20833206176758
259,625,50.33333206176758
260,626,50.41666793823242
261,627,47.41666793823242
262,628,56.91666793823242
263,629,54.625
264,630,42.875
265,631,41.20833206176758
266,632,44.21739196777344
267,633,45.95833206176758
268,634,52.25
269,635,43.33333206176758
270,636,41.875
271,637,44.41666793823242
272,638,49.5
273,639,62.9375
279,645,91.5
280,646,70.70833587646484
281,647,51.79166793823242
282,648,72.81818389892578
283,649,119.875
286,652,21.384614944458008
287,653,13.0
288,654,12.600000381469727
289,655,100.625
290,656,151.0416717529297
291,657,156.25
292,658,178.2857208251953
293,659,158.3913116455078
294,660,181.5416717529297
295,661,239.9545440673828
296,662,252.0
297,663,252.625
298,664,119.41666412353516
299,665,126.0
300,666,172.6666717529297
301,667,207.0416717529297
302,668,230.25
303,669,232.3333282470703
304,670,215.5416717529297
305,671,239.4166717529297
306,672,196.5416717529297
307,673,206.75
308,674,235.5833282470703
309,675,199.875
310,676,232.5416717529297
311,677,185.5
312,678,282.1666564941406
313,679,226.4583282470703
314,680,222.125
315,681,317.0
316,682,268.86956787109375
317,683,166.875
318,684,135.1666717529297
319,685,133.125
320,686,175.0416717529297
321,687,189.6666717529297
322,688,220.6521759033203
323,689,215.5
324,690,223.375
325,691,195.69564819335938
326,692,198.4583282470703
327,693,156.7083282470703
328,694,135.5833282470703
329,695,152.0416717529297
330,696,212.125
331,697,248.625
332,698,260.0666809082031
334,700,70.0625
335,701,91.75
336,702,104.26087188720703
337,703,113.375
338,704,166.7083282470703
339,705,146.6666717529297
340,706,119.70833587646484
341,707,110.875
342,708,200.3333282470703
343,709,161.7916717529297
344,710,169.0416717529297
345,711,226.21739196777344
346,712,203.5833282470703
347,713,60.20000076293945
348,714,97.85713958740234
349,715,152.8333282470703
350,716,177.7083282470703
351,717,239.0416717529297
352,718,349.2916564941406
353,719,188.0416717529297
354,720,310.25
355,721,375.7916564941406
356,722,297.7916564941406
357,723,441.7916564941406
358,724,258.15789794921875
359,725,223.25
360,726,248.9583282470703
361,727,441.4166564941406
362,728,237.7916717529297
363,729,334.875
